,SMILES,Ki (nM)
257,CCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC,0.019
258,COc1ccccc1N1CCN(CCOc2ccc3[nH]c(=S)[nH]c3c2)CC1,0.019
259,COc1cc(Br)c(O)c(C(=O)NC[C@H]2CCCN2Cc2ccc(F)cc2)c1OC,0.019
260,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2nsc3ccccc23)CC1)c1cccs1,0.019
261,Fc1ccc(cc1)C(CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc(F)cc1,0.019
262,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2nsc3ccccc23)CC1)c1cccs1,0.019
263,NC(=O)CN1CCC(N2CC(=O)N3CCC[C@H]3C2=O)C1=O,0.019
264,CC(C)Oc1ccccc1OCCNCc1cccc(c1)-c1ccccc1,0.0194984
265,NC(=O)[C@H]1CS[C@@H]2CC[C@]3(CCCN3C(=O)[C@@H]3CCCN3)C(=O)N12,0.0196
266,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1ccc2ccccc2c1,0.0199526
267,FC(F)(F)c1cccc(n1)C1=CCN(CCNC(=O)C2CCC(F)(F)CC2)CC1,0.02
268,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN3CCC(CCO)CC3)c2c1,0.02
269,O=C1CCc2ccc(OC\C=C\CN3CCN(CC3)c3cccc4sccc34)cc2N1,0.02
270,OCc1cc2CCC(=C)Nc2cc1CCCN1CCN(CC1)c1cccc2sccc12,0.02
271,Fc1ccc2c(noc2c1)C1CCN(CCCOc2ccc(=O)n(n2)-c2cccc(Cl)c2Cl)CC1,0.02
272,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.02
273,Clc1cccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.02
274,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.02
275,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.02
276,Oc1ccc2CC[C@H](CNCc3ccccc3)Oc2c1,0.02
277,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.02
278,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.02
279,COc1c(cc(Br)c2ccccc12)C(=O)NC1CC2CCCC(C1)N2Cc1ccccc1,0.02
280,Oc1ccc2CC[C@H](CNCCCCc3ccccc3)Oc2c1,0.02
281,Oc1ccc2CCC(CNCc3ccccc3)Oc2c1,0.02
282,Oc1ccc2CC[C@H](CNCc3ccccc3)Oc2c1,0.02
283,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,0.02
284,Oc1ccc(cc1)C1=CCC[C@@H](CN2CCC(=CC2)c2ccccc2)C1,0.02
285,Oc1ccc2CC[C@H](CNCc3ccccc3)Oc2c1,0.02
286,CCN1CCC[C@H]1CNC(=O)c1cc(Br)cc(OC)c1OC,0.02
287,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.02
288,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.02
289,Fc1ccc(cc1)C(CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc(F)cc1,0.02
290,Fc1ccc(cc1)C(CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1)c1ccc(F)cc1,0.02
291,CN1CCN(CC1)C1Cc2ccccc2Sc2ccc(Cl)cc12,0.02
292,CN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc23)CC1,0.02
293,CN1CCCCC1CCN1c2ccccc2Sc2ccc(cc12)S(C)(=O)=O,0.02
294,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3C(=CCCN3CCN(C)CC3)c2c1,0.02
295,OC1(CCN(CC1)C(F)CCC(=O)c1ccccc1)c1cccc(c1)C(F)(F)F,0.02
296,O=c1ccc2ccc(OCCCCN3CCN(CC3)c3cccc4sccc34)cc2[nH]1,0.02
297,O=C1CCc2ccc(OC\C=C\CN3CCN(CC3)c3cccc4sccc34)cc2N1,0.02
298,OCc1cc2CCC(=O)Nc2cc1OCCCN1CCN(CC1)c1cccc2sccc12,0.02
299,O=C1NCN(c2ccccc2)C11CCN(CC2COc3ccc4[nH]ccc4c3O2)CC1,0.02
300,Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1,0.02
301,CN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.02
302,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.02
303,O=c1ccc2ccc(OCCCCN3CCN(CC3)c3cccc4sccc34)cc2[nH]1,0.02
304,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2nsc3ccccc23)CC1)c1ccc[nH]1,0.021
305,Clc1cc(OCCNCc2ccccc2)c2[nH]c(=S)[nH]c2c1,0.021
306,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2nsc3ccccc23)CC1)c1ccc[nH]1,0.021
307,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2nsc3ccccc23)CC1)c1ccc[nH]1,0.021
308,O=C1Cc2c(N1)cccc2OCCNCc1ccccc1,0.021
309,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc([C@@H]2C1)c34,0.021
310,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1,0.021
311,Cc1c(O)ccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1C,0.021
312,CCN1CCCC1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,0.021
313,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1,0.021
314,O=C1Cc2c(N1)cccc2OCCNCc1ccccc1,0.021
315,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CN(Cc1ccc(I)cc1)C2=O)c1ccccc1,0.0213
316,CNc1cc(OC)c(cc1Cl)C(=O)NCCN(C)Cc1ccc(I)cc1,0.0215
317,COc1ccccc1N1CCN(CCCCOc2ccc3CCC(=O)Nc3c2)CC1,0.022
318,CCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC,0.022
319,O=C1NCN(c2ccccc2)C11CCN(CC2COc3ccccc3O2)CC1,0.022
320,CCN1CCc2cccc-3c2[C@H]1Cc1ccc(O)c(O)c-31,0.022
321,CCN1CCC[C@H]1CNC(=O)c1cc(I)cc2CCOc12,0.023
322,O=C1Cc2c(N1)cccc2OCCNCCCCc1ccccc1,0.023
323,O=C(Cc1coc2ccccc12)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nsc3ccccc23)CC1,0.023
324,O=C(Cc1coc2ccccc12)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nsc3ccccc23)CC1,0.023
325,Oc1ccc2C[C@H]3N(CC=C)CCc4cccc(c34)-c2c1O,0.024
326,CCN1CCC[C@H]1CNC(=O)c1c(O)c(CCF)cc(OC)c1OC,0.024
327,Clc1ccc(OCCNCc2ccsc2)c2CC(=O)Nc12,0.024
328,Oc1ccc2C[C@H]3N(CC=C)CCc4cccc(c34)-c2c1O,0.024
329,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.025
330,COc1ccccc1N1CCN(CCCCOc2ccn3ncc(C#N)c3c2)CC1,0.025
331,CCN1CCC[C@H]1CNC(=O)c1c(O)c(CCCF)cc(OC)c1OC,0.025
332,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,0.025
333,Clc1cc(OCCNCc2ccccc2)c2[nH]c(=O)[nH]c2c1,0.025
334,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,0.025
335,Fc1ccc(cc1)C(=O)CCCN1CCC(=CC1)n1c2ccccc2[nH]c1=O,0.025
336,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.025
337,OCCN1CCN(CC\C=C2\c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.025
338,COc1cc(N)c(Cl)cc1C(=O)NC1CC2CCCC(C1)N2Cc1ccccc1,0.0251189
339,COc1ccc(CCCCNCCOc2cc(F)cc3CCCOc23)cc1,0.0259
340,COc1ccc(CCCCNCCOc2cc(F)cc3CCCOc23)cc1,0.026
341,CCN1CCC[C@H]1CNC(=O)c1c(O)c(CC)cc(Cl)c1OC,0.026
342,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,0.026
343,FCCOc1ccccc1N1CCN(CCCCOc2ccc3CCC(=O)Nc3c2)CC1,0.026
344,CCN1CCC[C@H]1CNC(=O)c1c(O)c(I)ccc1OC,0.0261
345,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.0263027
346,CN1CCN(CC1)C1Cc2ccccc2Sc2ccc(cc12)-c1nnn(C)n1,0.044
347,Cc1nc2CCCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12,0.044
348,Cc1nc2CCCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12,0.044
349,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.044
350,Cc1nc2CCCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12,0.044
351,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,0.044
352,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc([C@@H]2C1)c34,0.044
353,Clc1ccc(OCCN2Cc3ccccc3C2)c2CC(=O)Nc12,0.044
354,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.044
355,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.044
356,C(COc1cccc2CC3(CC3)Oc12)NCc1cncc(c1)C1=CCCC1,0.0446684
357,O=S(=O)(N[C@@H]1CCN(CCCc2noc3ccccc23)C1)c1cc2ccccc2s1,0.0446684
358,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1cc(Cl)cc(Cl)c1,0.0446684
359,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1cc(Cl)cc(Cl)c1,0.0446684
360,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.045
361,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3\C(=C\CCN3CCN(C)CC3)c2c1,0.045
362,Fc1ccc(cc1)-n1cc(C2CCN(CCN3CCNC3=O)CC2)c2cc(Cl)ccc12,0.045
363,CCCN(CCc1ccc(Nc2ccc([N+]([O-])=O)c3n[o+][n-]c23)cc1)C1CCc2c(O)cccc2C1,0.045
364,Fc1ccc(cc1)-n1cc(C2CCN(CCN3CCNC3=O)CC2)c2cc(Cl)ccc12,0.045
365,CN1CCN(CC1)C1=Cn2cccc2Sc2ccc(Br)cc12,0.045
366,CC(C)Oc1ccccc1N1CCN(Cc2ccc(CN3CCCCCC3=O)n2C)CC1,0.045
367,Fc1ccc(cc1)-n1cc(C2CCN(CCN3CCNC3=O)CC2)c2cc(Cl)ccc12,0.045
368,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.045
369,Fc1ccc(cc1)-c1ccc(CN2CCN(CC2)c2cccc3ccoc23)[nH]1,0.045
370,O=C1CCc2ccc(OCCCCN3CCN(CC3)c3cccc4OCCOc34)nc2N1,0.045
371,Fc1ccc(cc1)-n1cc(C2CCN(CCN3CCNC3=O)CC2)c2cc(Cl)ccc12,0.045
372,Fc1ccc(cc1)-n1cc(C2CCN(CCN3CCNC3=O)CC2)c2cc(Cl)ccc12,0.045
373,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.045
374,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3\C(=C\CCN3CCN(C)CC3)c2c1,0.045
375,CN(C)S(=O)(=O)c1ccc2Sc3ccccc3N(CCCN3CCN(C)CC3)c2c1,0.045
376,CCCN1CCO[C@H]2[C@H]1CCc1ccc(O)cc21,0.045
377,CCCCCCCCCC(=O)OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.046
378,CC(C)Oc1ccccc1N1CCN(CC1)C1CCC(CC1)NC(=O)Nc1cc(F)ccc1F,0.046
379,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.0467735
380,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.0467735
381,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,0.047
382,CN1C[C@H](CC2[C@H]1Cc1c(Cl)[nH]c3cccc2c13)NC(=O)C(C)(C)C,0.047
383,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCCN(CCC)[C@H]2CCc3c(O)cccc3C2)nn1,0.047
384,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,0.047
385,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.047
386,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.047
387,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.047
388,O=C1CCc2ccc(OCCCCN3CCN(CC3)c3cccc4NC(=O)COc34)cc2N1,0.047
389,Fc1ccc(cc1)-c1ccnc(CN2CCN(CC2)c2cccc3[nH]c(=O)oc23)c1,0.047
390,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.048
391,OCCN1CCN(CC\C=C2/c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.048
392,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.048
393,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,0.049
394,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,0.049
395,CN1CCN(CC1)C1=Nc2ccccc2Sc2ccc(Cl)cc12,0.049
396,COc1ccc(CCCCNCCOc2cc(Cl)cc3CCCOc23)cc1,0.049
397,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2cccc(Cl)c2Cl)CC1,0.049
398,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,0.05
399,CCN(CC)C(=O)N[C@@H]1CN(C)[C@@H]2Cc3c[nH]c4cccc(C2=C1)c34,0.05
400,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)c(c1)C(F)(F)F,0.05
401,CCS(=O)(=O)c1cc(C(=O)NCC2CCCN2CC2CC2)c(OC)cc1I,0.05
402,Cc1cc(=O)[nH]c2cc(OCCCN3CCN(CC3)c3cccc4sccc34)ccc12,0.05
403,Cc1cc(=O)[nH]c2cc(OCCCCN3CCN(CC3)c3cccc4sccc34)ccc12,0.05
404,O=c1ccc2ccc(OCCCN3CCN(CC3)c3cccc4sccc34)cc2[nH]1,0.05
405,Fc1ccc2c(noc2c1)C1CCN(CCCOc2ccc(=O)n(n2)-c2c(F)cccc2F)CC1,0.05
406,O\N=C/c1cnn2ccc(NC(=O)CCCN3CCN(CC3)c3cccc(Cl)c3Cl)cc12,0.05
407,O=S(=O)(N1CCC[C@H]1CCN1CCN(CC1)c1nsc2ccccc12)c1cccc2cnccc12,0.05
408,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc([C@H]2C1)c34,0.05
409,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc([C@H]2C1)c34,0.05
410,Oc1ccc2CCC(CNCCCOc3ccccc3)Oc2c1,0.05
411,Oc1ccc2CCC(CNCCCOc3ccc4ncoc4c3)Oc2c1,0.05
412,Nc1nccc(OCCCNCC2CCc3ccc(O)cc3O2)n1,0.05
413,CN1CCN(CC1)C1Cc2ccccc2Sc2ccc(Cl)cc12,0.05
414,CCCN(CCC)[C@@H]1CCc2ccc(O)cc2C1,0.05
415,CCCN1CC[C@@H]2Cc3c(O)cccc3C[C@@H]12,0.05
416,COc1ccccc1N1CCN(CCCCc2ccc3n(CCN4CCC(CC4)C(=O)c4ccc(F)cc4)c(=O)oc3c2)CC1,0.05
417,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,0.05
418,Oc1ccc2CCC(CNCCCOc3ccc4cccnc4c3)Oc2c1,0.05
419,CCCN1CC[C@@H]2Cc3c(O)cccc3C[C@@H]12,0.05
420,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.05
421,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.05
422,CCCNC1CCc2c(O)cccc2C1,0.05
423,CCCN(CCc1ccccc1)C1CCc2c(O)cccc2C1,0.05
424,OCCN1CCN(CCC=C2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.05
425,Fc1ccc(cc1)C(CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc(F)cc1,0.05
426,CCN1CCCC1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,0.05
427,Cc1cc(=O)[nH]c2cc(OCCCN3CCN(CC3)c3cccc4sccc34)ccc12,0.05
428,Cc1cc(=O)[nH]c2cc(OCCCCN3CCN(CC3)c3cccc4sccc34)ccc12,0.05
429,O=c1ccc2ccc(OCCCN3CCN(CC3)c3cccc4sccc34)cc2[nH]1,0.05
430,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.05
431,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.05
432,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1nsc2ccccc12,0.05
433,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)c(c1)C(F)(F)F,0.05
434,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.05
435,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.05
436,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.05
437,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.05
438,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(CC1)c1nsc2ccccc12,0.05
439,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.05
440,Fc1ccc(OCCCN2CCC(CC2)n2c3ccccc3[nH]c2=O)cc1,0.0501
441,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.0501187
442,CC(C)Oc1ccccc1OCCNCc1cccc(c1)C1=CCCC1,0.0501187
443,O=c1ccc2ccc(OCCCCN3CCN(CC3)c3cccc4sccc34)cc2[nH]1,0.051
444,FC(F)(F)c1nc2c(cccc2[nH]1)-[n+]1cc[n+](Cc2ccccc2)cc1,0.051
445,FC(F)(F)c1nc2c(cccc2[nH]1)N1CCN(Cc2ccccc2)CC1,0.051
446,CCN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nsc3ccccc23)CC1,0.051
447,O=C(N[C@H]1CC[C@H](CCN2CCN(CC2)c2nsc3ccccc23)CC1)Nc1cccnc1,0.051
448,O=c1ccc2ccc(OCCCCN3CCN(CC3)c3cccc4sccc34)cc2[nH]1,0.0512861
449,Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1,0.052
450,Clc1cccc(N2CCN(CCCC(=O)Nc3ccn4ncc(C#N)c4c3)CC2)c1Cl,0.052
451,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.052
452,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.052
453,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.052
454,COc1ccccc1N1CCN(CCCC(=O)Nc2ccn3ncc(\C=N/O)c3c2)CC1,0.052
455,CN(C)C(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nsc3ccccc23)CC1,0.053
456,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.053
457,Clc1cccc(N2CCCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.053
458,Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1,0.053
459,CCCCn1ncc(CCCOc2ccc(cc2OC)C(=O)NCCCCN(CCC)[C@H]2CCC(=CC2)C#C)n1,0.053
460,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.053
461,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccccc1,0.0537032
462,O\N=C\c1cnn2ccc(OCCCCN3CCN(CC3)c3ccc(O)c4[nH]c(=O)ccc34)cc12,0.054
463,CCCN1CCc2cc(OCCCF)cc-3c2[C@H]1Cc1cccc(O)c-31,0.054
464,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc([C@@H]2C1)c34,0.054
465,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.054
466,OCCN1CCN(CCCN2c3ccccc3Sc3ccc(cc23)C(F)(F)F)CC1,0.054
467,CCCCn1cc(CCCOc2ccc(cc2OC)C(=O)NCCCCN(CCC)[C@H]2CCc3c(O)cccc3C2)nn1,0.054
468,COc1ccccc1N1CCN(CCCC(=O)Nc2ccn3ncc(C#N)c3c2)CC1,0.055
469,O[Si]1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.055
470,CCCN(CCCCNC(=O)c1cnn2ccccc12)[C@@H]1CCC(=CC1)C#C,0.055
471,COc1ccc2Cc3ccccc3CCN(C)CCc2c1,0.055
472,CC(C)(C)[C@]1(O)CCN2C[C@H]3c4ccccc4CCc4cccc([C@@H]2C1)c34,0.055
473,Clc1ccc(OCCN2CCc3ccccc3CC2)c2CC(=O)Nc12,0.055
474,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Br)ccc1OC,0.055
475,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Br)ccc1OC,0.055
476,Clc1cccc(N2CCN(CCCCNc3cc(ccn3)-c3ccccc3)CC2)c1Cl,0.055
477,O=C1Cc2c(N1)cccc2N1CCN(Cc2ccccc2)CC1,0.056
478,COc1ccccc1N1CCN(CCc2cc(Br)c3nc[nH]c3c2)CC1,0.056
479,O=C1Cc2c(N1)cccc2N1CCN(Cc2ccccc2)CC1,0.056
480,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,0.056
481,CC(C)Oc1ccccc1OCCNCc1cccc(c1)C1CCCC1,0.0562341
482,CC(C)Oc1ccccc1OCCNCc1cccc(c1)-c1cccs1,0.0562341
483,O\N=C/c1cnn2ccc(NC(=O)CCCN3CCN(CC3)c3cccc(Cl)c3Cl)cc12,0.0569999999999999
484,Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1,0.0569999999999999
485,O=C1NCc2ccc(OCCCCN3CCN(CC3)c3cccc4COCc34)cc12,0.0574999999999999
486,Fc1ccc(cc1)C(=O)CCCN1CCC2(CC1)N(CNC2=O)c1ccccc1,0.057544
487,O=C1NCc2ccc(OCCCCN3CCN(CC3)c3cccc4CCCOc34)cc12,0.0576
488,Oc1ccc(N2CCN(CCCCOc3ccn4ncc(C=O)c4c3)CC2)c2ccc(=O)[nH]c12,0.0579999999999999
489,O=S(=O)(N[C@H]1CC[C@H](CCN2CCN(CC2)c2nsc3ccccc23)CC1)c1cc2ccccc2o1,0.0579999999999999
490,O=S(=O)(N[C@H]1CC[C@H](CCN2CCN(CC2)c2nsc3ccccc23)CC1)c1cc2ccccc2o1,0.0579999999999999
491,Clc1ccc2n(C3CCN(CCCn4c5ccccc5[nH]c4=O)CC3)c(=O)[nH]c2c1,0.0579999999999999
492,COc1ccccc1N1CCN(CCCCCNC(=O)c2nnn(Cc3ccccc3Br)c2C)CC1,0.0579999999999999
493,Clc1cccc(N2CCN(CCCCOc3ccn4ncc(C#N)c4c3)CC2)c1Cl,0.0579999999999999
494,COc1ccc(CCCCNCCOc2cccc3CCCOc23)cc1,0.0579999999999999
495,N[C@@H]1Cc2ccc(O)cc2[C@H]1c1ccccc1,0.059
496,COc1ccccc1N1CCN(CCCCNC(=O)c2cnn3ccc(OCCOCCOCCOCCOc4ccn5ncc(C(=O)NCCCCN6CCN(CC6)c6ccccc6OC)c5c4)cc23)CC1,0.059
497,Clc1cccc(N2CCN(CCCCOc3ccc4CCC(=O)Nc4c3)CC2)c1Cl,0.059
498,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.059
499,N[C@@H]1Cc2ccc(O)cc2[C@H]1c1ccccc1,0.059
500,Clc1cccc(N2CCN(CCCCNc3ccc(cn3)-c3ccccc3)CC2)c1Cl,0.059
501,COc1ccc(CN2C3CCC2CC(C3)NC(=O)c2ccc3ccccc3c2)cc1,0.06
502,Oc1cc2O[C@@H](CNCc3ccccc3)CCc2cc1Cl,0.06
503,OC1(CCN(CCCC(=O)c2ccc(F)cc2)CC1)c1ccc(Cl)cc1,0.06
504,CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC,0.06
505,Fc1ccc(cc1)C(CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc(F)cc1,0.06
506,Fc1ccc(cc1)C(CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc(F)cc1,0.06
507,Fc1ccc(cc1)C(CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc(F)cc1,0.06
508,Cc1cc2ccc(OCCCN3CCN(CC3)c3cccc4sccc34)cc2[nH]c1=O,0.06
509,Cc1nc2CCCCn2c(=O)c1CCN1CCC(CC1)c1noc2cc(F)ccc12,0.06
510,O=c1[nH]c2cccc(N3CCN(Cc4cccc(c4)-c4ccccc4)CC3)c2o1,0.06
511,Clc1cccc(N2CCN(CC[C@H]3CC[C@@H](CC3)NC(=O)c3cccs3)CC2)c1Cl,0.06
512,Oc1ccc2CCC(CN3CCc4ccccc4C3)Oc2c1,0.06
513,Oc1ccc(CNCC2CCc3ccc(O)cc3O2)cc1,0.06
514,CC(C)(C)[C@@]1(O)CCN2C[C@@H]3c4ccccc4CCc4cccc([C@H]2C1)c34,0.06
515,CCCN(CCC)[C@@H]1Cc2cccc3[nH]c(=S)n(C1)c23,0.06
516,Fc1ccc(cc1)C(CCCN1CCC(CC1)n1c2ccccc2[nH]c1=O)c1ccc(F)cc1,0.06
