,SMILES,Ki (nM)
14106,CN1CCc2cc(Cl)c(O)cc2[C@H](C1)c1ccccc1,1.4636431784107946
14107,CCN(CC)CCNC(=O)c1ccc(N)cc1,1.4636431784107946
14108,Clc1ccc(cc1)N1CCCN(CCCc2cc3ccccc3o2)CC1,1.464167916041979
14109,CCCN1CCO[C@H]2[C@H]1COc1ccc(OCCCCN3C(=O)c4ccccc4C3=O)cc21,1.4643928035982008
14110,Cc1nc2cc3CCN(CCCSc4nnc(-c5cccc6nc(C)ccc56)n4C)CCc3cc2o1,1.4645344827586206
14111,COc1cccc(c1)N1CCN(CCN2CCN(CC2)C(C)C)C1=O,1.4645344827586206
14112,Cc1nc2cc3CCN(CCCSc4nnc(-c5cccc6nc(C)ccc56)n4C)CCc3cc2o1,1.4645344827586206
14113,CC(=O)N1CCOc2cc3CCN(CCCSc4nnc(-c5cccc6nc(C)ccc56)n4C)CCc3cc12,1.4645344827586206
14114,Cc1ccc2c(cccc2n1)-c1nnc(SCCCN2CCc3cc4NC(=O)COc4cc3CC2)n1C,1.4645344827586206
14115,CC1=NC2C=C3CCN(CCCSc4nnc(-c5cccc6nc(C)ccc56)n4C)CCC3=CC2O1,1.4645344827586206
14116,Cc1ccc2c(cccc2n1)-c1nnc(SCCCN2CCc3cc4OCCN(c4cc3CC2)S(C)(=O)=O)n1C,1.4645344827586206
14117,Cc1ccc2c(cccc2n1)-c1nnc(SCCCN2CCc3cc4ncoc4cc3CC2)n1C,1.4645344827586206
14118,Cc1ncoc1-c1nnc(SCCCN2CCc3cc4ncoc4cc3CC2)n1C,1.4645344827586206
14119,Cc1nc2cc3CCN(CCCSc4nnc(-c5ocnc5C)n4C)CCc3cc2o1,1.4645344827586206
14120,CN1C(=O)COc2cc3CCN(CCCSc4nnc(-c5cccc6nc(C)ccc56)n4C)CCc3cc12,1.4645344827586206
14121,CCCN(CCCCNC(=O)c1ccc(cc1)-c1ccccc1)C1CCc2nc(C)ncc2C1,1.464542728635682
14122,CCCN1COC[C@H]2[C@H]1COc1ccc(O)cc21,1.464542728635682
14123,CCCN(CCCCNC(=O)c1ccc(cc1)-c1ccccc1)C1CCc2nc(NC)ncc2C1,1.464542728635682
14124,CCCCCCNC(=O)\N=C(/N)Nc1cccc(c1)-c1csc(N)n1,1.464542728635682
14125,Cc1ccc2c(OCCN3CCC(Cc4cc(F)c5OCC(=O)Nc5c4)CC3)cc(Cl)cc2n1,1.464542728635682
14126,C(C1CC1)N1CCO[C@H]2[C@H]1CCc1cc3CCOc3cc21,1.464542728635682
14127,COc1ccc(NS(=O)(=O)c2sc3ccc(Cl)cc3c2C)cc1N1CCNCC1,1.464542728635682
14128,COc1ccc(cc1N1CCNCC1)S(=O)(=O)N1CCc2ccc(I)cc12,1.464542728635682
14129,CNCC1Cc2cc3ccn(c3cc12)S(=O)(=O)c1cccc2ccccc12,1.464542728635682
14130,O=C(N[C@H]1CC[C@H](CCN2Cc3ccc(cc3C2)C#N)CC1)c1cc2ccccc2[nH]1,1.464542728635682
14131,O=C(N[C@H]1CC[C@H](CCN2Cc3ccc(cc3C2)C#N)CC1)c1ccnc2ccccc12,1.464542728635682
14132,CC(C)(C)C(=O)NCCN1CCN(CC1)c1ccc(Cl)cc1,1.464542728635682
14133,CCCC(C)(C)C(=O)NCCN1CCN(CC1)c1ccc(Cl)cc1,1.464542728635682
14134,CC(C)(C)C(=O)NCCCCN1CCN(CC1)c1ccc(Cl)cc1,1.464542728635682
14135,CCC(C)(C)C(=O)NCCN1CCN(CC1)c1ccc(Cl)cc1,1.464542728635682
14136,CCC(C)(C)C(=O)NCCN1CCN(CC1)c1ccc(Cl)cc1,1.4650674662668666
14137,Oc1ccc2C[C@@H]3CCCN(CCN4CCN(CC4)c4ccccc4)[C@H]3Cc2c1,1.4652923538230884
14138,CC(C)C1Cc2ccccc2N1C(=O)CN1CCN(Cc2ccc(Cl)cc2)CC1,1.4654422788605697
14139,COc1c(cc(Cl)c2ccccc12)C(=O)NCCN1CCN(CC1)c1ccccc1,1.4658170914542727
14140,CN(CCN1C2CCC1c1c(C2)[nH]c2ccccc12)CCc1ccc(Cl)c(Cl)c1,1.4658920539730134
14141,CO\N=C(/CN1CCN(CC1)c1ccccn1)c1ccc(F)cc1,1.4658920539730134
14142,Fc1ccc(cc1)-c1cc(CCCCN2CCN(CC2)c2ccccc2)on1,1.4658920539730134
14143,CCCCCN1CC[C@]2(C)[C@H](C)C1Cc1ccc(O)cc21,1.4661169415292354
14144,C(CCNC1=Nc2ccccc2OC1)CCN1CCN(CC1)c1ncccn1,1.4666416791604198
14145,COc1cccc(c1)C(=O)CCCN1CCN(CC1)c1ccc(Cl)cc1,1.4673913043478262
14146,Fc1ccc2CCN(C(=O)CN3CCN(Cc4ccc(Cl)cc4)CC3)c2c1,1.4675412293853074
14147,CCCN[C@@H]1CCc2c(OS(=O)(=O)C(F)(F)F)cccc2[C@@H]1C,1.4679160419790105
14148,CCCN(CCN1CCN(CC1)C(=O)c1cc2ccccc2[nH]1)[C@@H]1CCc2nc(N)sc2C1,1.467991004497751
14149,CC(C)Cc1cc2[C@@H]3[C@H](CCc4cc(O)c(O)cc34)NCc2s1,1.4681409295352323
14150,CN(C)C(=O)CCC(=O)N[C@H]1CC[C@H](CCN2CCN(CC2)c2nccc3OCCc23)CC1,1.468343328335832
14151,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@@H]12,1.4688905547226387
14152,Clc1cccc(N2CCN(CCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)CC2)c1Cl,1.4688905547226387
14153,Cn1c(SCCCN2CC[C@]3(C[C@H]3c3ccc(cc3)C(F)(F)F)C2)nnc1-c1ccnnc1,1.4688905547226387
14154,CCCN1CCC(CC1)c1cccc(O)c1,1.4688905547226387
14155,CNCCC=C1c2ccccc2CCc2ccccc12,1.4688905547226387
14156,CCCN(CCN1CCN(CC1)c1ccccc1)C1CCc2cn[nH]c2C1,1.4688905547226387
14157,COc1cccc(c1)N1CCN(CCCCn2ncc(=O)n(C)c2=O)CC1,1.4692653673163418
14158,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@@H]12,1.469640179910045
14159,Cc1ncc2c(ccn(CCN3CCN(CC3)c3nsc4ccccc34)c2=O)n1,1.4697901049475262
14160,Cc1ncc2c(ccn(CCN3CCN(CC3)c3nsc4ccccc34)c2=O)n1,1.4697901049475262
14161,C[C@@H]1Cc2ccccc2N1C(=O)CN1CCN(Cc2cc(F)c(Cl)cc2F)CC1,1.4698650674662668
14162,Cl.O=C1C(CCN2CCc3ccccc3C2)Cc2ccccc12,1.4699400299850074
14163,Oc1cc2CC[C@@H]3NCc4sc(cc4[C@H]3c2cc1O)-c1ccccc1,1.470389805097451
14164,Clc1cccc(N2CCN(CCCCn3cc(nn3)-c3ccc(cc3)-c3ccccc3)CC2)c1Cl,1.470389805097451
14165,CCc1cc(Cl)c(OC)c(C(=O)NC[C@@H]2CCCN2Cc2ccccc2)c1OCc1ccccc1,1.470389805097451
14166,C1C[C@H](CC[C@H]1N1CCN(CC1)c1ccccn1)c1c[nH]c2ccccc12,1.470839580209895
14167,CN1CCC(CC1)NC1=Nc2cccnc2Nc2ccc(C)cc12,1.470839580209895
14168,O=C1N(CCN2CCN(CC2)c2noc3ccccc23)CCc2cccnc12,1.4711394302848575
14169,CNCC(O)c1ccc(O)c(O)c1,1.4711394302848575
14170,C[NH2+]Cc1ccc(o1)-c1cc(Cl)ccc1Cl,1.4711394302848575
14171,COc1c(oc2ccc(OCCCCCCN3CCC(O)CC3)cc2c1=O)-c1ccccc1,1.4711394302848575
14172,CN(CC=C)C[C@@H]1OC(Cc2c(O)c(O)ccc12)C1CCCCC1,1.4711394302848575
14173,C(CN1C2CCC1c1c(C2)[nH]c2ccccc12)Oc1ccccc1,1.4711394302848575
14174,C(CN1C2CCC1c1c(C2)[nH]c2ccccc12)Cc1ccccc1,1.4711394302848575
14175,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4s3)CC2)c1Cl,1.4711394302848575
14176,Clc1ccc(cc1)-c1ccc(cc1)C(=O)NC1CCN(Cc2ccccc2)C1,1.4711394302848575
14177,FC(F)(F)c1ccc(CSc2nc3ccccc3n2Cc2ccc(Cl)cc2)cc1,1.4711394302848575
14178,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4s3)CC2)c1Cl,1.4711394302848575
14179,CN1CCC2(CC1)OC=C(C2=O)c1ccc(F)cc1,1.4711394302848575
14180,COc1ccccc1N1CCN(Cc2c(C)[nH]c3nc(ncc23)N(C)C)CC1,1.4711394302848575
14181,Clc1nccc2c(CN3CCN(CC3)c3ccccc3)c[nH]c12,1.4711394302848575
14182,Clc1ccc(cc1)N1CCN(Cc2c[nH]c3ccc(cc23)C#N)CC1,1.4711394302848575
14183,Clc1cccc(N2CCN(CCCCNC(=O)c3cc4ccccc4s3)CC2)c1Cl,1.4711394302848575
14184,O=C1N(CCN2CCC(CC2)c2noc3ccccc23)CCc2cccnc12,1.4711394302848575
14185,OC1(CCN(CCCCOc2ccc3CCC(=O)Nc3c2)CC1)c1ccc(Cl)cc1,1.47143928035982
14186,Oc1cc2CC[C@H]3NCc4ccccc4[C@@H]3c2cc1O,1.471664167916042
14187,O=C(NCCCCN1CCN(CC1)c1ccc2ccccc2n1)N1CCN(CC1)c1ccccc1,1.4717391304347829
14188,O=C(NCCCCN1CCN(CC1)c1ccc2ccccc2n1)N1CCN(CC1)c1ccccc1,1.4717391304347829
14189,Clc1ccc(CN2CCN(CC(=O)N3CCOc4ccccc34)CC2)cc1,1.471889055472264
14190,NC[C@@H]1OC(Cc2c(O)c(O)ccc12)C(c1ccccc1)c1ccccc1,1.471889055472264
14191,COc1ccc(cc1OC)-c1cc(CCCCN2CCN(CC2)C(c2ccccc2)c2ccccc2)on1,1.4724887556221888
14192,CCCN(CCN1CCN(CC1)C(=O)c1ccc2[nH]ccc2c1)[C@@H]1CCc2nc(N)sc2C1,1.473088455772114
14193,NCCc1ccc(O)c(O)c1,1.4731634182908546
14194,Clc1ccc(CN2CCN(CC(=O)N3CCCc4ccccc34)CC2)cc1,1.473313343328336
14195,O=C1N(CCCCN2C3CCC2c2c(C3)[nH]c3ccccc23)C(=O)c2ccccc12,1.4733883058470765
14196,CCCNC[C@@H]1O[C@@H](Cc2c(O)c(C)ccc12)C1CCCCC1,1.4733883058470765
14197,COc1ccccc1N1CCC2(CCN(CCCOc3ccc4CCC(=O)Nc4c3)CC2)CC1,1.4733883058470765
14198,Clc1cccc(N2CCN(CCC(C#N)(c3ccccc3)c3ccccc3)CC2)c1Cl,1.4733883058470765
14199,FC(F)(F)c1cccc(c1)N1CCN(CC1)C1CCC(CC1)N1C(=O)C2=C(CCCC2)C1=O,1.4741379310344829
14200,CC(C)n1c2CC3CCC(N3CCCCc3ccccc3)c2c2ccccc12,1.4741379310344829
14201,C[C@H]1CO[C@@H](CN1CCCCOc1ccc2CCC(=O)Nc2c1)c1ccc(N)nc1,1.4756371814092952
14202,O=C1CCc2cc(OCCCN3CCN(CC3)c3ccccn3)ccc2N1,1.4761619190404798
14203,N#Cc1cccc(c1)[C@@H]1CCCNC1,1.4763868065967016
14204,CCCN(CCC)CCc1cccc2NC(=O)Cc12,1.476686656671664
14205,CN1CCN2[C@H](C1)c1ccccc1Cc1ccccc21,1.4775112443778111
14206,COc1c(OCCF)cccc1[C@H](O)C1CCN(CCc2ccc(F)cc2)CC1,1.4775862068965515
14207,CN(C)CCC1(OC=C(C1=O)c1ccccc1)c1ccccc1,1.4778860569715142
14208,CCOC(=O)N[C@H]1CC[C@H](CCN2CCc3ccccc3C2)CC1,1.4780359820089954
14209,O=C1CCc2cc(OCCCN3CCN(CC3)c3ccccn3)ccc2N1,1.4780359820089954
14210,Nc1nc2CCN(CC=C)CCc2s1,1.4786356821589206
14211,COc1ccccc1N1CCN(Cc2cn(nn2)-c2ccc(OCCOCCOCCF)cc2)CC1,1.4786356821589206
14212,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,1.4786356821589206
14213,C(CN1CCc2c(C1)[nH]c1ccccc21)Cc1cccnc1,1.4786356821589206
14214,COc1ccc(CN2CCN(Cc3cc4ccccc4o3)CC2)cc1,1.4786356821589206
14215,CCN1CCC[C@@H]1CNC(=O)c1cc(ccc1OC)S(N)(=O)=O,1.4786356821589206
14216,COc1ccccc1N1CCN(Cc2cn3cc(C)cc(C#N)c3n2)CC1,1.4786356821589206
14217,Clc1ccc(cc1Cl)N1CCN(Cc2cn3ccccc3n2)CC1,1.4786356821589206
14218,CN(C)CCCCCCCCCCOc1ccc2oc(cc(=O)c2c1)-c1ccccc1,1.4786356821589206
14219,CN1CCc2c(Cl)c(O)c(O)cc2C(C1)c1ccccc1,1.4786356821589206
14220,O=C(NC1CC2CCC(C1)N2Cc1ccncc1)c1ccc2ccccc2c1,1.4786356821589206
14221,Cc1c(oc2ccc(OCCCCCCN3CCC(O)CC3)cc2c1=O)-c1ccccc1,1.4786356821589206
14222,OCCC1CC(CCCCCCOc2ccc3oc(cc(=O)c3c2)-c2ccccc2)CCN1,1.4786356821589206
14223,CC(C)(C)c1nc(cc(n1)C(F)(F)F)N1CCN(CCCCNC(=O)c2cc3ccccc3s2)CC1,1.4786356821589206
14224,Cc1c(oc2ccc(OCCC\C=C\CN3CCC(O)CC3)cc2c1=O)-c1ccccc1,1.4786356821589206
14225,Cn1c2ncn(CCCN3CCc4ccccc4C3)c2c(=O)n(C)c1=O,1.4790104947526237
14226,Fc1ccc(cc1)C(=O)C1CCN(CCn2c(=O)[nH]c3ccccc3c2=O)CC1,1.4790104947526237
14227,Clc1ccc(NC(=O)N[C@H]2CC[C@H](CCN3CCC(CC3)c3cccc4OCOc34)CC2)cc1,1.4791619190404797
14228,CCSC1CN(C)CCc2cc(Cl)c(O)cc12,1.4793853073463268
14229,COc1ccc(CC2Cc3c(O)c(O)ccc3[C@H](CN)O2)cc1,1.4793853073463268
14230,CCCN1CCC(CC1)c1coc2ccccc12,1.479910044977511
14231,Cc1cnc(N2CCN(CC[C@H]3CC[C@@H](CC3)NC(=O)CC3CCOCC3)CC2)c2ccoc12,1.479985007496252
14232,FC(F)(F)c1cccc(c1)N1CCN(CCCCN2C(=O)C3CC=CCC3C2=O)CC1,1.4801349325337332
14233,CN1CCc2cc(O)ccc2C1Cc1ccccc1C,1.4804347826086957
14234,COc1cccc(CCCCN2CCN(CC2)c2ccc(Cl)cc2)c1,1.4816341829085458
14235,CN(C)CCOc1ccccc1Cc1ccccc1,1.4816341829085458
14236,C(CCN1CCN(CC1)c1ccccc1)CNC1=Nc2ccccc2OC1,1.4820089955022488
14237,Cc1ccc(cc1C)N1CCN(CC[C@H]2NC(=O)c3ccccc23)CC1,1.4822338830584707
14238,CC(C)(C)OC(=O)NCCN1CCC(O)(CC1)c1ccc(Cl)cc1,1.482383808095952
14239,COc1ccc(Br)cc1-c1ncc(CNC[C@@H]2CCN(Cc3ccccc3)C2)[nH]1,1.482383808095952
14240,CN1CCc2cccc-3c2[C@H]1Cc1ccc(C(C)=O)c(O)c-31,1.4831334332833583
14241,OCCCNCC1CCc2ccccc2O1,1.4833583208395802
14242,COc1ccccc1N1CCC2(CCN(CCCCNC(=O)c3ccc(cc3)-c3ccsc3)CC2)CC1,1.483583208395802
14243,FC(F)(F)c1ccc(CNC(=O)CCOCCN2CCN(CC2)c2cccnc2-c2ccccc2)cc1,1.483583208395802
14244,Oc1ccc2c3CCN(Cc4ccc(Cl)cc4)Cc3c(=O)oc2c1,1.484632683658171
14245,Cc1ccc2N=C(N3CCN(CC(C)(C)C(O)=O)CC3)c3cc(Cl)sc3Oc2c1,1.484632683658171
14246,CCCN1CCC[C@@H]2Cc3c(O)cccc3C[C@@H]12,1.484632683658171
14247,CC1CN(CCN2CCN(CC2)c2noc3ccccc23)C(=O)c2ccn(C)c12,1.4847826086956522
14248,CC1CN(CCN2CCN(CC2)c2noc3ccccc23)C(=O)c2ccn(C)c12,1.4847826086956522
14249,Clc1ccc2c(ccnc2c1)N1CCN(CCCCNC(=O)N2CCC(CC2)c2ccccc2)CC1,1.485232383808096
14250,Clc1ccc2c(ccnc2c1)N1CCN(CCCCNC(=O)N2CCC(CC2)c2ccccc2)CC1,1.485232383808096
14251,O[C@@H]1[C@@H]2CCC[C@]1(CCN2C\C=C\c1ccccc1)c1cccc(O)c1,1.485382308845577
14252,OC(=O)C(O)=O.O=C1CCc2cc(OCCCN3CCCN(CC3)c3ccccn3)ccc2N1,1.4859820089955025
14253,CN(C)CCCCCCCCOc1ccc2oc(cc(=O)c2c1)-c1ccccc1,1.4861319340329835
14254,C[C@H]1CN(Cc2nc3ncccc3n2C)CC[C@H]1c1ccc(cc1)C(F)(F)F,1.4861319340329835
14255,OC1CCN(CCCCCCCCOc2ccc3c(c2)oc(cc3=O)-c2ccccc2)CC1,1.4861319340329835
14256,CCOC(=O)C1CCN(CCCCCCOc2ccc3oc(cc(=O)c3c2)-c2ccccc2)CC1,1.4861319340329835
14257,Clc1ccc(cc1)N1CCN(Cc2cnn3c(cccc23)-c2ccccc2)CC1,1.4861319340329835
14258,C[Si](C)(C)c1cccc2c(CN3CCN(CC3)c3ccc(Cl)cc3)cnn12,1.4861319340329835
14259,COCC1=C([C@@H](N(C(=O)NCCCN2CCC(CC2)c2cccc(NC(C)=O)c2)C(=O)N1)c1ccc(F)c(F)c1)C(=O)OC,1.4861319340329835
14260,CCCN1CCc2cccc-3c2C1Cc1cccc(OC(=O)NC(C)(C)C)c-31,1.4861319340329835
14261,COc1c(cc(Br)c2ccccc12)C(=O)NCC[C@@H]1CCN(Cc2ccccc2)C1,1.4861319340329835
14262,O=C1C[C@H](CN2CCN(CC2)c2ccccc2)NC(=N1)c1ccccc1,1.4861319340329835
14263,COc1cc2C[C@@H]3N(C)CCc4cc(OC)c(OC)c(-c2cc1OC)c34,1.4861319340329835
14264,C[C@@H]1CN(Cc2nc3ncccc3n2C)CC[C@@H]1c1ccc(cc1)C(F)(F)F,1.4861319340329835
14265,CCCN(CCC)C1CCC(=CC1)C#C,1.4861319340329835
14266,Oc1cc2CC[C@H]3NCc4ccsc4[C@H]3c2cc1O,1.4861319340329835
14267,C[C@H]1CN(Cc2nc3ncccc3n2C)CC[C@H]1c1ccc(cc1)C(F)(F)F,1.4861319340329835
14268,Cn1c(CN2CC[C@@H](c3ccc(cc3)C(F)(F)F)C(C)(C)C2)nc2ncccc12,1.4861319340329835
14269,CC(C)NCC(O)COc1cccc2ccccc12,1.4861319340329835
14270,OC(=O)C(O)=O.O=C1CCc2cc(OCCCN3CCCN(CC3)c3ccccn3)ccc2N1,1.4874812593703148
14271,Cc1cccc(c1)C(=O)NCN1CCN(CC1)c1ccccc1C#N,1.4875097451274364
14272,O=C(NC1CC[C@H](CCN2CCc3cc(ccc3C2)C#N)CC1)c1ccnc2ccccc12,1.4875097451274364
14273,O=C(N[C@H]1CC[C@H](CCN2CCc3cc(ccc3C2)C#N)CC1)c1ccnc2ccccc12,1.487631184407796
14274,OC12C3C4C5C3C(C3C5CC4C13)N2CC1CCCCC1,1.4883808095952025
14275,OC12C3C4C5C3C(C3C5CC4C13)N2CC1CCCCC1,1.4883808095952025
14276,Fc1cccc2C[C@@H](CCc12)NCc1ccccc1,1.4883808095952025
14277,COc1cc2CCN(CCNC(=O)c3cc(C)ccc3OC)Cc2cc1OC,1.489880059970015
14278,COc1cc2CCN(CCNC(=O)c3cc(C)ccc3OC)Cc2cc1OC,1.489880059970015
14279,CCOC(=O)\C=C1/[C@@H]2CCC[C@]1(CCN2C[C@H]1C[C@@H]1CCNC(=O)c1cc2ccccc2[nH]1)c1cccc(O)c1,1.4906296851574212
14280,CCCN1CCC(CC1)c1ccc2ccccc2c1,1.4913793103448276
14281,CC(C)(CN1CCC(CC1)C1=Nc2ccccc2Oc2ccccc12)C(O)=O,1.49167916041979
14282,CCCCN1CCC(C1)c1cccc(O)c1,1.491904047976012
14283,COc1ccccc1N1CCN(CC(F)CCNC(=O)c2ccc-3c(Cc4ccccc-34)c2)CC1,1.4928785607196402
14284,OC1(Cc2ccc(Cl)cc2)CCN(Cc2c[nH]c3ccccc23)CC1,1.4928785607196402
14285,CC(C)(C)[NH2+]Cc1ccc(o1)-c1ccccc1,1.493328335832084
14286,COc1ccccc1N1CCN(Cc2c(C)nc3cc(C)nc(C)n23)CC1,1.4936281859070464
14287,COc1ccccc1N1CCN(Cc2c(C)[nH]c3nc(ncc23)N(C)C)CC1,1.4936281859070464
14288,Fc1ccc(cc1)C(SCCNC1CCN(CC1)C(=O)c1ccccc1)c1ccc(F)cc1,1.4936281859070464
14289,Nc1nc2n(cnc2c(=O)[nH]1)[C@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)([O-])=O)[C@@H](O)[C@H]1O,1.4936281859070464
14290,Clc1nccc2c(CN3CCN(CC3)c3ccccc3)c[nH]c12,1.4936281859070464
14291,Nc1nc2n(cnc2c(=O)[nH]1)[C@@H]1O[C@H](COP(O)(=O)OP(O)(=O)OP(O)([O-])=O)[C@@H](O)[C@H]1O,1.4936281859070464
14292,COc1cc(CCNC[C@@H](O)c2ccc(O)c3[nH]c(=O)ccc23)ccc1OCCCc1ccccc1,1.4936281859070464
14293,COc1ccccc1N1CCN(Cc2cn(nn2)-c2ccc(OCCOCCOCCF)cc2)CC1,1.4936281859070464
14294,Clc1ccc(cc1)N1CCN(Cc2cnn(c2)-c2ccccc2)CC1,1.4936281859070464
14295,Cc1cccc(NC(=O)CN2CCC(CC2)c2ccccn2)c1,1.4936281859070464
14296,CC(C)C(=O)Nc1cccc(c1)C1CCN(Cc2ccc(Oc3ccc(Cl)c(Cl)c3)cc2)CC1,1.4936281859070464
14297,O=C(NC1C[C@H]2CC[C@H](C1)N2Cc1ccccc1)c1cccc2ccccc12,1.4936281859070464
14298,Clc1ccc(cc1)N1CCN(Cc2cnn3ccccc23)CC1,1.4936281859070464
14299,CCCN(CCC)C1CCC(=CC1)C#C,1.4936281859070464
14300,Cn1cnc(n1)-c1ccc2n(cc(C3CCN(CCC#N)CC3)c2c1)-c1ccc(F)cc1,1.4936281859070464
14301,CN1CCC2(CC1)OC(=CC2=O)c1ccccc1,1.4936281859070464
14302,Oc1cc2CCNC[C@H](c3ccccc3)c2cc1O,1.4936281859070464
14303,Fc1ccc(cc1)C1=COC2(CCN(CCc3ccccc3)CC2)CC1=O,1.4936281859070464
14304,CCCN1CCN(CCc2ccc(Cl)c(Cl)c2)CC1,1.4937781109445276
14305,CC1(NC(=O)N(CC(O)CN2CCN(CC2)c2ccccc2)C1=O)c1ccc(F)cc1,1.4940779610194903
14306,N[C@@H]1CCN(C1)c1ccc2[nH]nc(c2c1)S(=O)(=O)c1cccc2ccccc12,1.4943778110944528
14307,CN1CCN(CC1)c1nc(N)nc(COc2ccc(C)cc2)n1,1.4948275862068965
14308,FCCCOc1cccc(CN2CCN(Cc3cc4ccccc4o3)CC2)c1,1.4951274362818592
14309,Fc1ccc(CN2CCC(CC2)NCCSC(c2ccc(F)cc2)c2ccc(F)cc2)cc1,1.4951274362818592
14310,CN1CCc2ccccc2Cc2[nH]c3ccccc3c2C[C@H]1CO,1.495352323838081
14311,COc1cccc(c1)C1=CCC(CC1)N1CCN(CC1)c1ccccc1OC,1.4958770614692654
14312,O=C(CCCCN1Cc2ccccc2C1)c1nc2ccccc2s1,1.495952023988006
14313,CC1(C)CC(=O)N(CCCCN2Cc3ccccc3C2)C(=O)C1,1.4961019490254872
14314,CC(C)c1nc2c(ccnc2n1Cc1cccc(Cl)c1)N1CCNCC1,1.4967016491754124
14315,CCCN1CCC[C@@H]2Cc3n[nH]cc3C[C@@H]12,1.497376311844078
14316,CCOC(=O)\C=C1/[C@@H]2CCC[C@]1(CCN2CCCCNC(=O)c1cc2ccccc2[nH]1)c1cccc(O)c1,1.497376311844078
14317,CC1(C)CC(=O)N(CCCCN2Cc3ccccc3C2)C(=O)C1,1.4974512743628186
14318,Cc1cnc(N2CCN(CC[C@H]3CC[C@@H](CC3)NC(=O)CC3CCOCC3)CC2)c2CCOc12,1.4974512743628186
14319,CCCOc1cccc(CN2CCN(Cc3cc4ccccc4o3)CC2)c1,1.499400299850075
14320,Cc1ccc(cc1)N1CCN(Cc2ccc3NC(=O)COc3c2)CC1,1.499625187406297
14321,COc1c(ccc2C[C@H]3N(C)CCc4cccc(c34)-c12)C(C)=O,1.499625187406297
14322,COc1cccc(c1)C(=O)NCCCN1CCN(CC1)c1ccccc1OC,1.5597789668450268
14323,CN1CCN(CC1)C1=Nc2cc(Cl)ccc2N(NC(=O)c2ccsc2)c2ccccc12,1.5599189878481772
14324,Cc1ccc(cc1)N(CC1=NCCN1)c1cccc(O)c1,1.5599789968495277
14325,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@@H]12,1.5599789968495277
14326,C(N1CCN(CC1)c1ccccc1)c1coc(n1)-c1ccccc1,1.5599789968495277
14327,O=C1CC2(CCCC2)CC(=O)N1CCCCN1C2CCC1c1c(C2)[nH]c2ccccc12,1.5599789968495277
14328,CN1CCN2[C@H]3CCN(CCc4c(C)nc5cc(C)ccn5c4=O)C[C@H]3c3cccc1c23,1.5599789968495277
14329,COC[C@H]1CCCN1CCc1c([nH]c2ccccc12)-c1ccccc1,1.5599789968495277
14330,CCCN(CCC)C1COc2cccc(O)c2C1,1.5599789968495277
14331,CCCN1CCc2cc(OCCCF)cc-3c2[C@H]1Cc1ccc(O)c(O)c-31,1.5599789968495277
14332,C(N1CCN(CC1)c1ccccc1)c1ccc[nH]1,1.5599789968495277
14333,C(N1CCN(CC1)c1ccccc1)c1ccc(cc1)-n1cccn1,1.5599789968495277
14334,CCCN(CCC)[C@H]1CCn2c(C1)ccc2C=O,1.5599789968495277
14335,CCCN(CCC)[C@H]1CCn2c(C1)ccc2C=O,1.5599789968495277
14336,CCCN1CCC[C@@H]2Cc3[nH]ncc3C[C@@H]12,1.5599789968495277
14337,CN1CCc2cc(Cl)c(O)cc2[C@@H]2[C@@H]1CCc1cc(NS(C)(=O)=O)ccc21,1.5599789968495277
14338,CCC(CC)CN1CCN(CC1)C1=Nc2cc(Cl)ccc2N(NC(=O)c2ccccc2Cl)c2ccccc12,1.5599789968495277
14339,Cc1ccc(CN2CCN(CC2)C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3Cl)c3ccccc23)c(C)c1,1.5599789968495277
14340,Fc1ccc(CN2CCN(CC2)C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3Cl)c3ccccc23)c(F)c1,1.5599789968495277
14341,FC(F)(F)Oc1cccc(CN2CCN(CC2)C2=Nc3cc(Cl)ccc3N(NC(=O)c3ccccc3Cl)c3ccccc23)c1,1.5599789968495277
14342,CC(C)(C)CN1CCN(CC1)C1=Nc2cc(Cl)ccc2N(NC(=O)c2ccccc2Cl)c2ccccc12,1.5599789968495277
14343,Clc1ccc2N(NC(=O)c3ccccc3Cl)c3ccccc3C(=Nc2c1)N1CCN(CC2CCCCC2)CC1,1.5599789968495277
14344,COc1ccc(cc1)C(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc12,1.5599789968495277
14345,CC(C)CN1CCN(CC1)C1=Nc2cc(Cl)ccc2N(NC(=O)c2ccccc2Cl)c2ccccc12,1.5599789968495277
14346,FC1(F)Oc2cccc(CN3CCN(CC3)C3=Nc4cc(Cl)ccc4N(NC(=O)c4ccccc4Cl)c4ccccc34)c2O1,1.5599789968495277
14347,COc1ccc(cc1)C(=O)NN1c2ccc(Cl)cc2N=C(N2CCN(C)CC2)c2ccccc12,1.5599789968495277
